threshold,recall,fpr,grid_precision,prevalence_precision,tp,fp,n_pos,n_neg
-8.166,1.0,0.8643162393162394,0.04260355029585799,0.11391018619934283,576,12944,576,14976
-8.161000000000001,1.0,0.8633146367521367,0.04265087004813032,0.11402727335023642,576,12929,576,14976
-8.1585,1.0,0.8631143162393162,0.04266034661531625,0.11405071967100755,576,12926,576,14976
-8.154,1.0,0.8630475427350427,0.04266350640693282,0.11405853725409557,576,12925,576,14976
-8.1455,1.0,0.8629139957264957,0.04266982739462182,0.11407417563584013,576,12923,576,14976
-8.1405,1.0,0.8616452991452992,0.042729970326409496,0.114222954420648,576,12904,576,14976
-8.1395,1.0,0.8614449786324786,0.04273948208058173,0.11424648129076555,576,12901,576,14976
-8.135,1.0,0.8613782051282052,0.0427426536064114,0.11425432573468827,576,12900,576,14976
-8.130500000000001,1.0,0.8611111111111112,0.04275534441805225,0.1142857142857143,576,12896,576,14976
-8.1255,1.0,0.8609775641025641,0.042761692650334075,0.11430141502953703,576,12894,576,14976
-8.1195,1.0,0.8607772435897436,0.042771218534194695,0.11432497423565785,576,12891,576,14976
-8.115,1.0,0.8592414529914529,0.042844391550133885,0.11450591797412608,576,12868,576,14976
-8.1115,1.0,0.8591746794871795,0.042847578665476456,0.1145137980868488,576,12867,576,14976
-8.107,1.0,0.8589075854700855,0.042860331869930796,0.11454532938665933,576,12863,576,14976
-8.099,1.0,0.8587740384615384,0.042866711319490956,0.11456110154905337,576,12861,576,14976
-8.094000000000001,1.0,0.8575053418803419,0.04292741094052765,0.11471115400523921,576,12842,576,14976
-8.091000000000001,1.0,0.8573717948717948,0.04293381037567084,0.11472697186982903,576,12840,576,14976
-8.086500000000001,1.0,0.8565705128205128,0.04297224709042077,0.11482197074247862,576,12828,576,14976
-8.0795,1.0,0.8563701923076923,0.042981867024848894,0.11484574504796742,576,12825,576,14976
-8.074,1.0,0.8562366452991453,0.04298828270766475,0.11486160005522193,576,12823,576,14976
-8.07,1.0,0.8553018162393162,0.04303324617108704,0.1149727078007324,576,12809,576,14976
-8.0585,1.0,0.8536992521367521,0.04311054561784298,0.11516367914734583,576,12785,576,14976
-8.047,1.0,0.8526308760683761,0.04316223304608468,0.11529134622046698,576,12769,576,14976
-8.035499999999999,1.0,0.8513621794871795,0.04322377307519135,0.11544331899542112,576,12750,576,14976
-8.0245,1.0,0.8503605769230769,0.043272481406355645,0.11556358080422253,576,12735,576,14976
-8.0135,1.0,0.8490918803418803,0.043334336442973215,0.1157162726008345,576,12716,576,14976
-8.002500000000001,1.0,0.8482905982905983,0.043373493975903614,0.1158129175946548,576,12704,576,14976
-7.999499999999999,1.0,0.8470886752136753,0.043432363142814054,0.1159581881533101,576,12686,576,14976
-7.9945,1.0,0.8470219017094017,0.04343563833798356,0.11596626942644088,576,12685,576,14976
-7.986000000000001,1.0,0.8469551282051282,0.04343891402714932,0.11597435182603848,576,12684,576,14976
-7.98,1.0,0.8464209401709402,0.04346513733776034,0.11603905160390517,576,12676,576,14976
-7.9745,1.0,0.8456864316239316,0.04350124612944642,0.11612813176076488,576,12665,576,14976
-7.9670000000000005,1.0,0.8454861111111112,0.043511104396434505,0.11615245009074411,576,12662,576,14976
